ProductId,ProductName,ProductPrice,ProductStock,ProductDescription,ProductCreatedDate,ProductIsActive,CategoryId
133,Dekoratif ayna aromatik,366.51,129,Dekoratif ayna ürünü Moda & Giyim kategorisinde yer alır.,2026-01-06,1,4
134,Tüy fırçası dayanıklı,687.91,463,Tüy fırçası ürünü Ev & Dekorasyon kategorisinde yer alır.,2026-02-15,1,5
135,Oyuncak top ahşap,27.51,408,Oyuncak top ürünü İçecekler kategorisinde yer alır.,2026-02-05,1,2
136,Oyuncak top modern,287.51,465,Oyuncak top ürünü Ev & Dekorasyon kategorisinde yer alır.,2026-01-09,1,5
137,Kauçuk top organik,4664.33,782,Kauçuk top ürünü Teknoloji & Elektronik kategorisinde yer alır.,2026-02-06,1,3
138,Antep fıstığı klasik,139.94,431,Antep fıstığı ürünü İçecekler kategorisinde yer alır.,2026-01-10,1,2
139,Ofis organizer klasik,964.47,981,Ofis organizer ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-02-18,1,12
140,Saç serumu ahşap,467.9,119,Saç serumu ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-01-17,1,6
141,Kauçuk top doğal,71.08,178,Kauçuk top ürünü Kahve & Pastane Ürünleri kategorisinde yer alır.,2026-02-07,1,10
142,Keratin şampuan ergonomik,1053.86,247,Keratin şampuan ürünü Spor & Outdoor kategorisinde yer alır.,2026-02-01,1,8
143,Mekanik klavye ahşap,974.14,899,Mekanik klavye ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-02-13,1,13
144,Kedi mama kabı pratik,85.7,138,Kedi mama kabı ürünü İçecekler kategorisinde yer alır.,2026-02-07,1,2
145,Kablosuz mouse premium,37.84,42,Kablosuz mouse ürünü Gıda & Gurme kategorisinde yer alır.,2026-02-02,1,1
146,4k monitör katkısız,36.45,408,4k monitör ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-02-18,1,9
147,Model uçak premium,123.49,61,Model uçak ürünü Kırtasiye & Ofis Ürünleri kategorisinde yer alır.,2026-02-20,1,11
148,Ajanda ahşap,167.12,73,Ajanda ürünü Kırtasiye & Ofis Ürünleri kategorisinde yer alır.,2026-01-24,1,11
149,Araç kokusu ahşap,2476.82,876,Araç kokusu ürünü Sağlık & Medikal Ürünler kategorisinde yer alır.,2026-02-02,1,14
150,Dolma kalem doğal,1628.44,183,Dolma kalem ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-01-04,1,13
151,Doğal gübre modern,134.81,114,Doğal gübre ürünü Aksesuar kategorisinde yer alır.,2026-01-03,1,15
152,Keratin şampuan modern,91.8,703,Keratin şampuan ürünü Gıda & Gurme kategorisinde yer alır.,2026-01-28,1,1
153,Cilt temizleme suyu modern,196.94,116,Cilt temizleme suyu ürünü İçecekler kategorisinde yer alır.,2026-02-02,1,2
154,Model uçak minimal,327.82,471,Model uçak ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-01-08,1,13
155,Duvar saati modern,1395.1,642,Duvar saati ürünü Aksesuar kategorisinde yer alır.,2026-01-14,1,15
156,Satranç takımı çelik,95.18,368,Satranç takımı ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-01-10,1,9
157,Limonata retro,176.38,638,Limonata ürünü İçecekler kategorisinde yer alır.,2026-01-09,1,2
158,Akü şarj cihazı organik,61.6,347,Akü şarj cihazı ürünü İçecekler kategorisinde yer alır.,2026-01-17,1,2
159,Bahçe hortumu şık,2516.26,815,Bahçe hortumu ürünü Teknoloji & Elektronik kategorisinde yer alır.,2026-02-12,1,3
160,Kedi mama kabı ergonomik,87.97,822,Kedi mama kabı ürünü Kırtasiye & Ofis Ürünleri kategorisinde yer alır.,2026-02-06,1,11
161,Model uçak aromatik,1195.35,552,Model uçak ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-01-22,1,12
162,Tüy fırçası pratik,1772.04,523,Tüy fırçası ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-01-17,1,6
163,Zeytinyağı çelik,2104.25,343,Zeytinyağı ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-01-15,1,6
164,Kedi kumu minimal,4151.11,889,Kedi kumu ürünü Teknoloji & Elektronik kategorisinde yer alır.,2026-02-14,1,3
165,Trekking çanta minimal,1198.78,913,Trekking çanta ürünü Ev & Dekorasyon kategorisinde yer alır.,2026-01-12,1,5
166,Akıllı telefon minimal,307.93,317,Akıllı telefon ürünü Sağlık & Medikal Ürünler kategorisinde yer alır.,2026-01-03,1,14
167,Akü şarj cihazı organik,2282.1,465,Akü şarj cihazı ürünü Spor & Outdoor kategorisinde yer alır.,2026-01-05,1,8
168,Dolma kalem şık,1739.01,34,Dolma kalem ürünü Moda & Giyim kategorisinde yer alır.,2026-02-02,1,4
169,Mekanik klavye minimal,962.02,353,Mekanik klavye ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-02-05,1,6
170,Kedi kumu doğal,1038.93,253,Kedi kumu ürünü Sağlık & Medikal Ürünler kategorisinde yer alır.,2026-01-11,1,14
171,Masa lambası premium,604.91,222,Masa lambası ürünü Spor & Outdoor kategorisinde yer alır.,2026-02-16,1,8
172,Satranç takımı katkısız,161.55,724,Satranç takımı ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-02-20,1,6
173,Yoga matı minimal,127.83,360,Yoga matı ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-01-05,1,6
174,Tüy fırçası ahşap,500.97,650,Tüy fırçası ürünü Teknoloji & Elektronik kategorisinde yer alır.,2026-02-11,1,3
175,Kablosuz mouse klasik,1635.29,419,Kablosuz mouse ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-01-27,1,12
176,Puzzle ergonomik,645.05,528,Puzzle ürünü Kozmetik & Kişisel Bakım kategorisinde yer alır.,2026-01-20,1,6
177,Bahçe hortumu dayanıklı,227.86,410,Bahçe hortumu ürünü Kırtasiye & Ofis Ürünleri kategorisinde yer alır.,2026-01-17,1,11
178,Bahçe hortumu dayanıklı,732.86,809,Bahçe hortumu ürünü Aksesuar kategorisinde yer alır.,2026-01-06,1,15
179,Bluetooth kulaklık premium,443.91,313,Bluetooth kulaklık ürünü Ev & Dekorasyon kategorisinde yer alır.,2026-02-16,1,5
180,Filtre kahve şık,115.14,24,Filtre kahve ürünü Kahve & Pastane Ürünleri kategorisinde yer alır.,2026-01-09,1,10
181,Köpek tasması premium,1602.31,21,Köpek tasması ürünü Aksesuar kategorisinde yer alır.,2026-01-22,1,15
182,Dolma kalem premium,735.5,952,Dolma kalem ürünü Moda & Giyim kategorisinde yer alır.,2026-02-19,1,4
183,Zeytinyağı doğal,550.95,484,Zeytinyağı ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-02-04,1,12
184,Salep klasik,24.44,25,Salep ürünü Kahve & Pastane Ürünleri kategorisinde yer alır.,2026-01-19,1,10
185,Saç serumu premium,132.22,775,Saç serumu ürünü Gıda & Gurme kategorisinde yer alır.,2026-01-23,1,1
186,Köy peyniri dayanıklı,1121.1,376,Köy peyniri ürünü Otomotiv & Aksesuar kategorisinde yer alır.,2026-02-19,1,7
187,Dolma kalem doğal,1413.99,844,Dolma kalem ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-01-08,1,13
188,Model uçak şık,1047.88,576,Model uçak ürünü Teknoloji & Elektronik kategorisinde yer alır.,2026-02-02,1,3
189,Filtre kahve dayanıklı,208.83,249,Filtre kahve ürünü Moda & Giyim kategorisinde yer alır.,2026-02-19,1,4
190,Trekking çanta doğal,720.8,919,Trekking çanta ürünü Aksesuar kategorisinde yer alır.,2026-01-12,1,15
191,Modern halı klasik,29.15,960,Modern halı ürünü Kahve & Pastane Ürünleri kategorisinde yer alır.,2026-01-01,1,10
192,Akıllı telefon çelik,333.38,828,Akıllı telefon ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-01-04,1,12
193,Zeytinyağı dayanıklı,189.89,590,Zeytinyağı ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-02-09,1,9
194,Tarhana dayanıklı,162.04,605,Tarhana ürünü Kahve & Pastane Ürünleri kategorisinde yer alır.,2026-01-16,1,10
195,Dekoratif ayna katkısız,209.82,816,Dekoratif ayna ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-02-01,1,9
196,Bluetooth kulaklık modern,88.99,944,Bluetooth kulaklık ürünü Gıda & Gurme kategorisinde yer alır.,2026-01-07,1,1
197,Mekanik klavye ergonomik,1662.91,262,Mekanik klavye ürünü Oyuncak & Hobi kategorisinde yer alır.,2026-02-13,1,12
198,Oyuncak top modern,1007.31,773,Oyuncak top ürünü Spor & Outdoor kategorisinde yer alır.,2026-01-08,1,8
199,Masa lambası minimal,1002.28,282,Masa lambası ürünü Sağlık & Medikal Ürünler kategorisinde yer alır.,2026-02-17,1,14
200,Bahçe hortumu çelik,91.99,891,Bahçe hortumu ürünü Ev & Dekorasyon kategorisinde yer alır.,2026-02-13,1,5
201,Ofis organizer organik,341.76,521,Ofis organizer ürünü Otomotiv & Aksesuar kategorisinde yer alır.,2026-01-27,1,7
202,Bisiklet kaskı retro,128.61,174,Bisiklet kaskı ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-01-06,1,9
203,Keratin şampuan retro,1434.7,763,Keratin şampuan ürünü Aksesuar kategorisinde yer alır.,2026-02-11,1,15
204,Kamp çadırı organik,931.0,699,Kamp çadırı ürünü Otomotiv & Aksesuar kategorisinde yer alır.,2026-02-03,1,7
205,Kamp çadırı aromatik,84.9,769,Kamp çadırı ürünü Evcil Hayvan Ürünleri kategorisinde yer alır.,2026-02-06,1,9
206,Cilt temizleme suyu doğal,887.1,795,Cilt temizleme suyu ürünü Moda & Giyim kategorisinde yer alır.,2026-02-17,1,4
207,Çerçeve seti retro,994.81,854,Çerçeve seti ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-01-01,1,13
208,Yoga matı çelik,539.19,759,Yoga matı ürünü Moda & Giyim kategorisinde yer alır.,2026-01-30,1,4
209,Salep retro,1857.07,216,Salep ürünü Bahçe & Yapı Ürünleri kategorisinde yer alır.,2026-02-02,1,13
