ProductId,ProductName,ProductPrice,ProductStock,ProductDescription,ProductCreatedDate,ProductIsActive,CategoryId
173,Çelik Kağıt 173,2028.99,595,Kağıt ürünü çelik özelliklere sahiptir ve kategori: Ev & Dekorasyon,2026-01-02,1,5
174,Darbeye dayanıklı Satranç 174,3276.37,840,Satranç ürünü darbeye dayanıklı özelliklere sahiptir ve kategori: Teknoloji & Elektronik,2026-02-17,1,3
175,Retro Termos 175,677.13,961,Termos ürünü retro özelliklere sahiptir ve kategori: Sağlık & Medikal Ürünler,2026-01-22,1,14
176,Ahşap Puzzle 176,41.44,536,Puzzle ürünü ahşap özelliklere sahiptir ve kategori: İçecekler,2026-02-06,1,2
177,Aromatik Oyuncak top 177,1389.0,892,Oyuncak top ürünü aromatik özelliklere sahiptir ve kategori: Bahçe & Yapı Ürünleri,2026-02-10,1,13
178,Uv korumalı Fıstık 178,1214.64,259,Fıstık ürünü UV korumalı özelliklere sahiptir ve kategori: Sağlık & Medikal Ürünler,2026-01-17,1,14
179,Katkısız Kask 179,804.69,671,Kask ürünü katkısız özelliklere sahiptir ve kategori: Aksesuar,2026-01-01,1,15
180,Premium Oyuncak top 180,193.64,697,Oyuncak top ürünü premium özelliklere sahiptir ve kategori: Kozmetik & Kişisel Bakım,2026-01-06,1,6
181,Premium Tasma 181,1599.9,553,Tasma ürünü premium özelliklere sahiptir ve kategori: Oyuncak & Hobi,2026-02-17,1,12
182,Organik Şampuan 182,608.96,653,Şampuan ürünü organik özelliklere sahiptir ve kategori: Kozmetik & Kişisel Bakım,2026-01-16,1,6
183,Premium Salep 183,1657.26,811,Salep ürünü premium özelliklere sahiptir ve kategori: Otomotiv & Aksesuar,2026-02-04,1,7
184,Aromatik Salep 184,1861.72,447,Salep ürünü aromatik özelliklere sahiptir ve kategori: Oyuncak & Hobi,2026-01-13,1,12
185,Organik Model uçak 185,253.12,997,Model uçak ürünü organik özelliklere sahiptir ve kategori: Kırtasiye & Ofis Ürünleri,2026-01-09,1,11
186,Premium Model uçak 186,46.94,105,Model uçak ürünü premium özelliklere sahiptir ve kategori: Kahve & Pastane Ürünleri,2026-02-05,1,10
187,Uv korumalı Şampuan 187,562.27,723,Şampuan ürünü UV korumalı özelliklere sahiptir ve kategori: Evcil Hayvan Ürünleri,2026-02-08,1,9
